LFS_NR,AF_DATUM,ARTIKEL_NR,MANDANT,KUNDE,KUNDEN_NR,STANDORT,STANDORT_NR,HERKUNFT,HERKUNFT_NR,Monat,AF_STATUS,GT_BEZEICHNUNG,LPOS_BEZEICHNUNG,LPOS_MENGE,LPOS_ME,ZIEL_KURZ,LIEFERANT,LIEFERANTEN_NR,BEFOERDERER,LST_ART,ZU_AB,FAHRZEUGKNZ
5356658,07.08.2025 00:00:00,10S1030,02,"Veolia Umweltservice 
Süd GmbH & Co. KG
Betrieb Bretzfeld",103626,Veolia,59196,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - gem. Siedlungsabfälle LK HN / Deponie Stetten zur MVA Rothensee,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,MVA Rothensee,Veolia,,,Verwertung,Herkunft/Ziel,
5343503,31.07.2025 00:00:00,20P1031,12,Nordwestdeutsche Papierrohstoff GmbH & Co. KG,103661,Nordwestdeutsche,59281,Walldorf,1631,Juli,erledigt,Output FRASSUR - Kartonage B19 Vertragsmenge zu NWD,Kartonagen B19 (1.04.00 Ausgang),"21,1800",to,Nordwestdeutsche,Nordwestdeutsche,9463,Nordwestdeutsche,Verwertung,Herkunft/Ziel,NR E 7097
5356564,08.08.2025 00:00:00,20P1031,12,Nordwestdeutsche Papierrohstoff GmbH & Co. KG,103661,Nordwestdeutsche,59281,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - Kartonage B19 Vertragsmenge zu NWD,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,Nordwestdeutsche,Nordwestdeutsche,9463,,Verwertung,Herkunft/Ziel,
5349809,31.07.2025 00:00:00,18S1035,02,BEM Umweltservice GmbH,103669,KWB,212214,Heilbronn Austraße,358,Juli,erledigt,Output - Biomüll kommunal Stadt HN abgeholt,Biomüll kommunal,"17,3100",to,KWB Hardheim,,,,Verwertung,Herkunft/Ziel,HN XF 1563
5347382,30.07.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Juli,erledigt,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"17,3400",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,KA LS 4236
5368744,07.08.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,
5368746,08.08.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,
5368851,05.08.2025 00:00:00,30H1070,02,Rheinspan GmbH & Co. KG,103684,Rheinspan,59334,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Hackschnitzel QUALITÄT 1 zu Rheinspan,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Rheinspan,Rheinspan,,,Verwertung,Herkunft/Ziel,
5347843,30.07.2025 00:00:00,10S1040,02,Dettendorfer Wertstoff GmbH & Co. KG,104468,Dettendorfer,61719,Öhringen,295,Juli,erledigt,Output Öhringen - gem. Siedlungsabfälle zur Sortierung zu Dresden Amand,gemischte Siedlungsabfälle zur Sortierung,"20,6200",to,Dresden Amand,Dettendorfer,8513,,Verwertung,Herkunft/Ziel,WR 668 GN
5346841,01.08.2025 00:00:00,20P1050,01,Wachter GmbH,106755,Wachter,65572,Benningen,2,Aug.,zugeordnet,Output Benningen - Deinking Vertragsmenge zu Wachter,Deinking D39 (1.11.00),"0,0000",to,Wachter,,,,Verwertung,Herkunft/Ziel,
5341693,30.07.2025 00:00:00,18S1010,02,Abfallwirtschaft Hohenlohekreis,107743,Hohenlohekreis,67232,Heilbronn Austraße,358,Juli,rückgemeldet,Output Heilbronn - Hohenlohekreis Kontingent EEW,Hausmüll (Restmüll kommunal) Landkreis Hohenlohe,"22,3200",to,MVA Göppingen,,,,Beseitigung,Herkunft/Ziel,MOS GO 580
5355780,05.08.2025 00:00:00,18S1010,02,Abfallwirtschaft Hohenlohekreis,107743,Hohenlohekreis,67232,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Hohenlohekreis Kontingent EEW,Hausmüll (Restmüll kommunal) Landkreis Hohenlohe,"0,0000",to,MVA Göppingen,,,,Beseitigung,Herkunft/Ziel,
5347738,31.07.2025 00:00:00,81S0604,01,REKO GmbH,107957,REKO,67629,Kirchberg,923,Juli,erledigt,Schlämme aus der Behandlung von kom. Abwasser T2C,Schlämme aus der Behandlung von kommunalem Abwasser,"25,9300",to,T2C,REKO,,KURZ Entsorgung,Beseitigung,Herkunft/Ziel,LB KE 9680
5352778,06.08.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Aug.,zugeordnet,DSD,DS 600 LVP (wie gesammelt) DSD,"0,0000",to,Schwaigern,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,SHA RR 351
5352783,07.08.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Aug.,zugeordnet,BellandVision,DS 600 LVP (wie gesammelt) BellandVision,"0,0000",to,Schwaigern,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,SHA RR 351
5352787,08.08.2025 00:00:00,11S1020,01,"Landratsamt Schwäbisch Hall
-Amt für Abfallwirtschaft-
",109427,Umladestation Kirchberg,172742,Kirchberg,923,Aug.,zugeordnet,Reclay Redual,DS 600 LVP (wie gesammelt) Reclay Redual,"0,0000",to,Schwaigern,,,KURZ Entsorgung,Verwertung,Herkunft/Ziel,SHA RR 985
5356532,07.08.2025 00:00:00,30H1070,02,Multi Color Oberflächentechnik GmbH,110212,Multicolor,71395,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn - Holz AI Hackschnitzel zu Multicolor,Holz AI Hackschnitzel Qualität 1,"0,0000",to,Multicolor,Multicolor,,,Verwertung,Herkunft/Ziel,
5330111,26.08.2025 00:00:00,78M1010,02,TSR Recycling GmbH & Co. KG,110565,TSR,71936,Öhringen,295,Aug.,zugeordnet,Sammelschrott Öhr,Sammelschrott,"0,0000",to,TSR Mannheim,TSR Mannheim,,,Verwertung,Herkunft/Ziel,
5330111,26.08.2025 00:00:00,78M1010,02,TSR Recycling GmbH & Co. KG,110565,TSR,71936,Öhringen,295,Aug.,zugeordnet,Sammelschrott Öhr,Sammelschrott,"0,0000",to,TSR Mannheim,TSR Mannheim,,,Verwertung,Herkunft/Ziel,
5356386,07.08.2025 00:00:00,20P1030,01,DS Smith Recycling Deutschland GmbH,111195,DS Smith Recycling,72996,Benningen,2,Aug.,zugeordnet,Output Benningen - Kartonage B19 ALDI Vertrag 2021 zu DS Smith,Kartonage B19,"0,0000",to,DS Smith Recycling,DS Smith Recycling Raubling,,,Verwertung,Herkunft/Ziel,
5356728,04.08.2025 00:00:00,51B1021,02,"Paul Kleinknecht GmbH & Co. KG
Schotter- und Splittwerke",111334,Kleinknecht,73219,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Bauschutt zu Kleinknecht,Bauschutt,"0,0000",to,Kleinknecht,"Kleinknecht, Paul",9113,,Verwertung,Herkunft/Ziel,
5346905,30.07.2025 00:00:00,51B1021,02,"Paul Kleinknecht GmbH & Co. KG
Schotter- und Splittwerke",111334,Kleinknecht,73219,Schwaigern,4,Juli,zugeordnet,Output Schwaigern - Bauschutt zu Kleinknecht,Bauschutt,"0,0000",to,Kleinknecht,"Kleinknecht, Paul",9113,,Verwertung,Herkunft/Ziel,
5341404,05.08.2025 00:00:00,20P1030,01,GreenCycle GmbH,113631,GreenCycle,77787,Benningen,2,Aug.,zugeordnet,Output Benningen - Kartonagen B19 Bereitstellung Lidl+Kaufland Menge,Kartonagen B19,"0,0000",to,Greencycle,GreenCycle,113631,,Verwertung,Herkunft/Ziel,
5369421,01.08.2025 00:00:00,90I0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Infektiöse Abfälle,"1,6660",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9652
5369421,01.08.2025 00:00:00,90T0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,"infektiöse Abfälle, tierisch","0,2690",to,MVA Bielefeld,MVA Bielefeld,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 9652
5369421,01.08.2025 00:00:00,90O0000,03,MVA Bielefeld-Herford GmbH,115211,MVA Bielefeld,83316,Benningen HAPART,3,Aug.,zugeordnet,Bielefeld,Körper und Organabfälle,"7,8180",to,MVA Bielefeld,MVA Bielefeld,,HAPART,sonstige Stoffleistung,Herkunft/Ziel,LB HA 9652
5347008,30.07.2025 00:00:00,20P1031,02,Palm Recycling GmbH & Co. KG,117080,Palm,87656,Schwaigern,4,Juli,offen,Output Schwaigern - Kartonage B19 Vertragsmenge zu Palm,Kartonagen B19 (1.04.00 Ausgang),"0,0000",to,Palm Aalen,Palm Recycling,10098,,,,
5331824,28.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Öhringen,295,Aug.,zugeordnet,Output Öhringen Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5331824,28.08.2025 00:00:00,70M1130,02,Hoffmann Schrotthandel,118111,Hoffmann Schrott,141297,Öhringen,295,Aug.,zugeordnet,Output Öhringen Mischschrott,Mischschrott,"0,0000",to,Hoffmann,,,,Verwertung,Herkunft/Ziel,
5356862,05.08.2025 00:00:00,11S1043,02,"Alba Nordbaden GmbH
c/o ALBA Management GmbH",118569,Alba,90389,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) Ballen ALBA KA,DS 365 Ersatzbrennstoffvorprodukt_02,"0,0000",to,Alba Nordbaden KA EBS,ALBA Nordbaden,,,Verwertung,Herkunft/Ziel,
5333466,30.07.2025 00:00:00,20P1085,02,LEINS Aktenvernichtung GmbH,119066,LEINS Walddorfhäslach,91276,Heilbronn Benzstraße,356,Juli,erledigt,Output Heilbronn - Graukarton Vertragsmenge zu Leins,Graukarton H12 1.03,"20,0300",to,Leins Aktenvernichtung,LEINS Walddorfhäslach,,,Verwertung,Herkunft/Ziel,SOB LL 100
5275341,18.09.2025 00:00:00,90O0000,03,"GSB - Sonderabfall-Entsorgung
Bayern GmbH",119734,GSB Baar-Ebenhausen,92697,Benningen HAPART,3,Sept.,zugeordnet,Output Körper und Organ nur für SNH-BAYDIREK Hapart Direkttransport,Körper und Organabfälle - by-,"0,0010",to,GSB Baar-Ebenhausen,GSB Baar-Ebenhausen,,HAPART,Beseitigung,Herkunft/Ziel,LB HA 912
5347023,31.07.2025 00:00:00,41K1010,02,WRZ Hörger GmbH & Co. KG,120741,WRZörger,94344,Schwaigern,4,Juli,erledigt,Output Schwaigern - DS 310 Kunststoff-Folie Absaugung zu Tyrma,DS 310 Kunststoff-Folien,"24,2800",to,Tyrma,WRZ Hörger,,,Verwertung,Herkunft/Ziel,WTJ 306
5356631,08.08.2025 00:00:00,10S1030,01,EEW Energy from Waste Heringen GmbH,125456,EEW,102338,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - gemischte Siedlungsabfälle zu EEW Heringen,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,EEW Heringen,EEW Heringen,10072,,Verwertung,Herkunft/Ziel,
5348465,01.08.2025 00:00:00,10S1030,01,EEW Energy from Waste Heringen GmbH,125456,EEW,102338,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - gemischte Siedlungsabfälle zu EEW Heringen,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,EEW Heringen,EEW Heringen,10072,,Verwertung,Herkunft/Ziel,
5337758,04.08.2025 00:00:00,20P1055,02,"ROWE Gesellschaft für Rohstoffhandel
Wertstoffrecycling, Entsorgung mbH",130308,ROWE,111102,Heilbronn Benzstraße,356,Aug.,zugeordnet,Output Heilbronn - Papierhandtücher in Ballen Bereitstellungsmenge zu ROWE,Hygienepapier (Papierhandtücher) in Ballen,"0,0000",to,ROWE,ROWE,,,Verwertung,Herkunft/Ziel,
5346984,30.07.2025 00:00:00,10S1040,01,Zeller Recycling GmbH,130725,Zeller,112024,Kirchberg,923,Juli,erledigt,Output Kirchberg - gemischte Siedlungsabfälle zur Sortierung nach Mutterstadt,gemischte Siedlungsabfälle,"22,4400",to,Zeller Mutterstadt,Zeller Recycling,10384,,Verwertung,Herkunft/Ziel,RP Z 731
5356585,05.08.2025 00:00:00,40K5017,01,"RCS Rohstoffverwertung GmbH
Nordlippepark III",142909,RCS,136171,Benningen,2,Aug.,zugeordnet,Output Benningen - PET Flaschen von ALDI zu RCS,"PET-Flaschen, bunt <70/30","0,0000",to,RCS,,,,Verwertung,Herkunft/Ziel,
5356603,07.08.2025 00:00:00,40K5013,01,"RCS Rohstoffverwertung GmbH
Nordlippepark III",142909,RCS,136171,Benningen,2,Aug.,zugeordnet,Output Benningen - PET Flaschen von Kaufland zu RCS,"PET-Flaschen, gemischt 70-90/30-10","0,0000",to,RCS,RCS,,,Verwertung,Herkunft/Ziel,
5347622,30.07.2025 00:00:00,10S1030,02,BEB Burgenland Ersatzbrennstroff GmbH,142078,BEB,134607,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - gemischte Siedlungsabfälle zur Verwertung,gemischte Siedlungsabfälle zur Verwertung,"20,9200",to,BEB Steigra,BEB Steigra,11273,,Verwertung,Herkunft/Ziel,SK XX 627
5328468,22.08.2025 00:00:00,41K1010,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 310 Kunststoff-Folie zu Vogt-Plastic Handsortiert,DS 310 Kunststoff-Folie,"0,0000",to,Vogt Folienanlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5328527,07.08.2025 00:00:00,41K9014,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 351-0 Formstabile Kunststoffe zu Vogt,DS 351-0 Formstabile Kunststoffe,"0,0000",to,Vogt FSK Anlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5328533,21.08.2025 00:00:00,41K9014,02,Vogt-Plastic GmbH,150209,Vogt-Plastic,151471,Schwaigern,4,Aug.,zugeordnet,Output Schwaigern - DS 351-0 Formstabile Kunststoffe zu Vogt,DS 351-0 Formstabile Kunststoffe,"0,0000",to,Vogt FSK Anlage,Vogt-Plastic,,,Verwertung,Herkunft/Ziel,
5347714,30.07.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Juli,erledigt,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Subunternehmer,gemischte Siedlungsabfälle zur Verwertung,"20,9800",to,MVA Offenbach,Kurz,,Kurz,Verwertung,Herkunft/Ziel,PF E 891
5347341,30.07.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Juli,erledigt,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Walking Floor,gemischte Siedlungsabfälle zur Verwertung,"21,1200",to,MVA Offenbach,Kurz,,,Verwertung,Herkunft/Ziel,F MD 9682
5368902,07.08.2025 00:00:00,10S1030,12,KURZ Muldendienst West GmbH,100013,MDW,201603,Walldorf,1631,Aug.,zugeordnet,Output FRASSUR - gemischte Siedlungsabfälle nach Offenbach Subunternehmer,gemischte Siedlungsabfälle zur Verwertung,"0,0000",to,MVA Offenbach,Kurz,,,Verwertung,Herkunft/Ziel,
5347406,30.07.2025 00:00:00,30H3040,13,Theodor Herbert GmbH & Co. KG,171901,Herbert,203525,Frankfurt,1630,Juli,erledigt,Output MDW - Holz AI-AIII vorgebrochen nach Motten,Holz AI-AIII vorgebrochen,"8,0400",to,Herbert,Herbert,,Herbert,Verwertung,Herkunft/Ziel,KG TH 128
5347406,30.07.2025 00:00:00,30H3040,13,Theodor Herbert GmbH & Co. KG,171901,Herbert,203525,Frankfurt,1630,Juli,erledigt,Output MDW - Holz AI-AIII vorgebrochen nach Motten,Holz AI-AIII vorgebrochen,"8,0400",to,Herbert,Herbert,,Herbert,Verwertung,Herkunft/Ziel,KG TH 128
5347406,30.07.2025 00:00:00,30H3040,13,Theodor Herbert GmbH & Co. KG,171901,Herbert,203525,Frankfurt,1630,Juli,erledigt,Output MDW - Holz AI-AIII vorgebrochen nach Motten,Holz AI-AIII vorgebrochen,"7,7600",to,Herbert,Herbert,,Herbert,Verwertung,Herkunft/Ziel,KG TH 128
5347406,30.07.2025 00:00:00,30H3040,13,Theodor Herbert GmbH & Co. KG,171901,Herbert,203525,Frankfurt,1630,Juli,erledigt,Output MDW - Holz AI-AIII vorgebrochen nach Motten,Holz AI-AIII vorgebrochen,"7,7600",to,Herbert,Herbert,,Herbert,Verwertung,Herkunft/Ziel,KG TH 128
5347407,01.08.2025 00:00:00,30H3040,13,Theodor Herbert GmbH & Co. KG,171901,Herbert,203525,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Holz AI-AIII vorgebrochen nach Motten,Holz AI-AIII vorgebrochen,"0,0000",to,Herbert,Herbert,,,Verwertung,Herkunft/Ziel,
5347407,01.08.2025 00:00:00,30H3040,13,Theodor Herbert GmbH & Co. KG,171901,Herbert,203525,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Holz AI-AIII vorgebrochen nach Motten,Holz AI-AIII vorgebrochen,"0,0000",to,Herbert,Herbert,,,Verwertung,Herkunft/Ziel,
5368965,06.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5368962,05.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5368963,05.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5368966,07.08.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Aug.,zugeordnet,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"0,0000",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5347300,31.07.2025 00:00:00,10S2020,13,Energieversorgung Offenbach AG,171701,EVO,203077,Frankfurt,1630,Juli,erledigt,Output MDW - Sonstige Abfälle nach Offenbach Walking Floor,Sonstige Abfälle a.d.mech.Behandlung,"22,8600",to,MVA Offenbach,EVO,,Kurz,Verwertung,Herkunft/Ziel,F MD 9682
5356848,31.07.2025 00:00:00,15S1020,09,"BioCycling GmbH
Betriebsstätte Geislingen",174049,BioCycling,208404,Engstingen,1181,Juli,erledigt,Speisereste unverpackt flüssig,"Speisereste, unverpackt, flüssig","23,3400",to,BioCycling Geislingen,,,vom Berge,Verwertung,Herkunft/Ziel,SIG VB 42
5356720,08.08.2025 00:00:00,51B1021,01,JL Umwelt Consult e.K.,161307,JL,173648,Benningen,2,Aug.,zugeordnet,Output Benningen - Bauschutt,Bauschutt,"0,0000",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,
5346883,31.07.2025 00:00:00,51B1021,02,JL Umwelt Consult e.K.,161307,JL,173648,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn - Bauschutt,Bauschutt,"25,5600",to,JL Umwelt,JL,,,Verwertung,Herkunft/Ziel,HD GE 2503
5356919,06.08.2025 00:00:00,10S1040,13,Umweltdienste Bohn GmbH,165961,Bohn,183536,Frankfurt,1630,Aug.,zugeordnet,Output MDW - gemischte Siedlungsabfälle zur Sortierung zu B+M,gemischte Siedlungsabfälle zur Sortierung,"0,0000",to,B+M Recycling,Bohn,,,Verwertung,Herkunft/Ziel,
5349573,30.07.2025 00:00:00,11S1043,02,Wurzer Umwelt GmbH,165523,Wurzer,182430,Schwaigern,4,Juli,erledigt,Output Schwaigern - Ersatzbrennstoffvorprodukt (DS 365) lose Wurzer,DS 365 Ersatzbrennstoffvorprodukt_02,"16,7900",to,Wurzer Eitting,Wurzer,,,Verwertung,Herkunft/Ziel,ED W 623
5369595,31.07.2025 00:00:00,51B1021,01,Godec Transporte GmbH,161257,Godec,173541,Bruchsal,504,Juli,erledigt,Output Bruchsal - Bauschutt mineralisch zu Godec,Bauschutt mineralisch,"24,8500",to,Godec,Godec,9916,Godec,Verwertung,Herkunft/Ziel,KA R 3610
5356309,06.08.2025 00:00:00,30H1080,01,Eco Scrap Recycling GmbH,178921,Eco,218433,Bruchsal,504,Aug.,zugeordnet,Output Bruchsal - Holz AI vorgebrochen zu Eco Scrap,Holz AI vorgebrochen,"0,0000",to,Eco Scrap,Eco,,,Verwertung,Herkunft/Ziel,
5278980,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"0,0000",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,WPR 7032 T
5278980,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"0,0000",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,WPR 7032 T
5278980,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"21,1200",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,WPR 7032 T
5278980,01.09.2025 00:00:00,41K1030,02,REMONDIS Resource Management GmbH,178148,Remondis Re,216622,Schwaigern,4,Sept.,zugeordnet,Output Schwaigern - DS 322 Hohlkörper zu Steinbeis Polyvert,DS 322 Hohlkörper,"21,1200",to,Steinbeis Völkermarkt,,,,Verwertung,Herkunft/Ziel,WPR 7032 T
5330673,07.08.2025 00:00:00,40K1010,02,KURZ Recycling GmbH,100002,Heilbronn Austraße,73152,Heilbronn Austraße,358,Aug.,zugeordnet,ABR 40 offen Hofcontainer leeren,Folie bunt,"0,0000",to,Heilbronn Benzstraße,,,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 9232
5330673,07.08.2025 00:00:00,20P1020,02,KURZ Recycling GmbH,100002,Heilbronn Austraße,73152,Heilbronn Austraße,358,Aug.,zugeordnet,ABR 40 offen Hofcontainer leeren,Mischpapier / Kartonagen,"0,0000",to,Heilbronn Benzstraße,,,KURZ Recycling,Verwertung,Herkunft/Ziel,HN KR 9232
5350884,30.07.2025 00:00:00,30H2010,02,KURZ Recycling GmbH,100002,Schwaigern,50002,Öhringen,295,Juli,offen,Output Öhringen - Holz AII Bauholz nach Schwaigern,Holz AII Bauholz aus Holzwerkstoffen,"0,0000",to,Schwaigern,KURZ Recycling,8207,,,,
5356950,08.08.2025 00:00:00,30H2010,02,KURZ Recycling GmbH,100002,Schwaigern,50002,Öhringen,295,Aug.,zugeordnet,Output Öhringen - Holz AII Bauholz nach Schwaigern,Holz AII Bauholz aus Holzwerkstoffen,"0,0000",to,Schwaigern,KURZ Recycling,8207,,Verwertung,Herkunft/Ziel,MOS TRANS
5350604,31.07.2025 00:00:00,30H3020,01,KURZ Recycling GmbH,100002,Heilbronn Austraße,73152,Karlsruhe,824,Juli,in_Bearbeitung,Output Karlsruhe - Holz AIII nach Heilbronn,Holz AIII,"0,0000",to,Heilbronn Austraße,KURZ Recycling,8207,,Verwertung,Herkunft/Ziel,Parlak
5355998,31.07.2025 00:00:00,50B1020,02,KURZ Recycling GmbH,100002,Heilbronn Benzstraße,76947,Schwaigern,4,Juli,rückgemeldet,Output Schwaigern - Mineralwolle in HN Benzstraße,"Mineralwolle (Mineralwolle darf nur bei korrekter, unbeschädigter und geschlossener Verpackung übernommen werden. Falls nicht - Bilder machen, Dispo informieren und Container stehen lassen!)","2,0600",to,Heilbronn Benzstraße,,,KURZ Recycling,Beseitigung,Herkunft/Ziel,HN KR 9254
5348435,04.08.2025 00:00:00,30H1040,01,KURZ Recycling GmbH,100002,Schwaigern,50002,Benningen,2,Aug.,zugeordnet,Output Benningen - Holz AI nach Schwaigern,Holz AI Paletten aus Vollholz,"0,0000",to,Schwaigern,KURZ Recycling,8207,KURZ Entsorgung,Verwertung,Herkunft/Ziel,LB KE 9666
5356280,07.08.2025 00:00:00,11S1020,01,"AWS Abfallwirtschaft Stuttgart
Landeshauptstadt Stuttgart",100557,Umladestation Benningen,182834,Umladestation Benningen,182834,Aug.,zugeordnet,DSD,DS 600 LVP (wie gesammelt) DSD,"0,0000",to,PreZero Ölbronn,,,,Verwertung,Herkunft/Ziel,
5343437,01.08.2025 00:00:00,11S1020,01,"AWS Abfallwirtschaft Stuttgart
Landeshauptstadt Stuttgart",100557,Umladestation Benningen,182834,Umladestation Benningen,182834,Aug.,offen,Recycling Dual,DS 600 LVP (wie gesammelt) Recycling Dual,"0,0000",to,Schwaigern,,,,,,
5347074,31.07.2025 00:00:00,11S1020,01,"AWS Abfallwirtschaft Stuttgart
Landeshauptstadt Stuttgart",100557,Umladestation Benningen,182834,Umladestation Benningen,182834,Juli,erledigt,Interzero,DS 600 LVP (wie gesammelt) Interzero,"11,9100",to,ALBA Walldürn,,,,Verwertung,Herkunft/Ziel,BK ST 8205
5356973,04.08.2025 00:00:00,30H3030,02,Bauer Kompost GmbH,101643,Bauer Kompost,54277,Heilbronn Austraße,358,Aug.,zugeordnet,Output Heilbronn Holz AII - AIII Hackschnitzel zu Bauer Kompost,Holz AII - AIII Hackschnitzel,"0,0000",to,Bauer Kompost,Bauer Kompost,8030,,Verwertung,Herkunft/Ziel,
5346915,31.07.2025 00:00:00,30H3030,02,Bauer Kompost GmbH,101643,Bauer Kompost,54277,Heilbronn Austraße,358,Juli,erledigt,Output Heilbronn Holz AII - AIII Hackschnitzel zu Bauer Kompost,Holz AII - AIII Hackschnitzel,"22,1400",to,Bauer Kompost,Bauer Kompost,8030,Bauer Kompost,Verwertung,Herkunft/Ziel,HN BK 2380
